Size np Time Threads
5000 4 11.192780 1
5000 4 11.075017 1
5000 4 11.070309 1
5000 4 11.076762 1
5000 4 11.052152 1
5000 4 5.972116 2
5000 4 5.954185 2
5000 4 6.029756 2
5000 4 5.980881 2
5000 4 5.981583 2
5000 4 4.192860 3
5000 4 4.212119 3
5000 4 4.177140 3
5000 4 4.182357 3
5000 4 4.188269 3
5000 4 3.304773 4
5000 4 3.296210 4
5000 4 3.319981 4
5000 4 3.329699 4
5000 4 3.301515 4
5000 4 2.793468 5
5000 4 2.798911 5
5000 4 2.799311 5
5000 4 2.776888 5
5000 4 2.797401 5
5000 4 2.440902 6
5000 4 2.441429 6
5000 4 2.438220 6
5000 4 2.448522 6
5000 4 2.433598 6
5000 4 2.189100 7
5000 4 2.207569 7
5000 4 2.181861 7
5000 4 2.184282 7
5000 4 2.181859 7
5000 4 2.010773 8
5000 4 2.012211 8
5000 4 2.013167 8
5000 4 1.999290 8
5000 4 2.005321 8
5000 4 1.842143 9
5000 4 1.864458 9
5000 4 1.838617 9
5000 4 1.874205 9
5000 4 1.835161 9
5000 4 1.720227 10
5000 4 1.736337 10
5000 4 1.736266 10
5000 4 1.735775 10
5000 4 1.719072 10
5000 4 1.634264 11
5000 4 1.617969 11
5000 4 1.629572 11
5000 4 1.618441 11
5000 4 1.616872 11
5000 4 1.539544 12
5000 4 1.528502 12
5000 4 1.536454 12
5000 4 1.541826 12
5000 4 1.544414 12
