Size np Time Threads
5000 2 22.185111 1
5000 2 22.223397 1
5000 2 22.117156 1
5000 2 22.262560 1
5000 2 22.119451 1
5000 2 11.817931 2
5000 2 11.810678 2
5000 2 11.789561 2
5000 2 11.818951 2
5000 2 11.838521 2
5000 2 8.301294 3
5000 2 8.295477 3
5000 2 8.236267 3
5000 2 8.267436 3
5000 2 8.272414 3
5000 2 6.507704 4
5000 2 6.568882 4
5000 2 6.535929 4
5000 2 6.537291 4
5000 2 6.494891 4
5000 2 5.458101 5
5000 2 5.461680 5
5000 2 5.460982 5
5000 2 5.449284 5
5000 2 5.449541 5
5000 2 4.750728 6
5000 2 4.782640 6
5000 2 4.770626 6
5000 2 4.799153 6
5000 2 4.739448 6
5000 2 4.223847 7
5000 2 4.214688 7
5000 2 4.188644 7
5000 2 4.222321 7
5000 2 4.224455 7
5000 2 3.881378 8
5000 2 3.894636 8
5000 2 3.860327 8
5000 2 3.886748 8
5000 2 3.889448 8
5000 2 3.529005 9
5000 2 3.607602 9
5000 2 3.576143 9
5000 2 3.525277 9
5000 2 3.608083 9
5000 2 3.324994 10
5000 2 3.322852 10
5000 2 3.286614 10
5000 2 3.341897 10
5000 2 3.323195 10
5000 2 3.147876 11
5000 2 3.117643 11
5000 2 3.126192 11
5000 2 3.123632 11
5000 2 3.119800 11
5000 2 2.964132 12
5000 2 2.952490 12
5000 2 2.954848 12
5000 2 2.955601 12
5000 2 2.962291 12
