Size np Time Threads
15000 1 44.506707 1
15000 1 44.723909 1
15000 1 44.500391 1
15000 1 43.891434 1
15000 1 43.890889 1
15000 2 22.072056 1
15000 2 22.046811 1
15000 2 22.065865 1
15000 2 22.104708 1
15000 2 22.095898 1
15000 3 33.177207 1
15000 3 33.886039 1
15000 3 33.257572 1
15000 3 33.166628 1
15000 3 33.164659 1
15000 4 24.209887 1
15000 4 24.186727 1
15000 4 24.159050 1
15000 4 24.463644 1
15000 4 24.512225 1
15000 5 28.977579 1
15000 5 28.603036 1
15000 5 28.639084 1
15000 5 29.471071 1
15000 5 28.875929 1
15000 6 25.292456 1
15000 6 25.274332 1
15000 6 25.517814 1
15000 6 25.719696 1
15000 6 25.831265 1
