Size np Time Threads
15000 1 5.736083 12
15000 1 5.768882 12
15000 1 5.707787 12
15000 1 5.762504 12
15000 1 5.765810 12
15000 2 2.977140 12
15000 2 2.974789 12
15000 2 2.958333 12
15000 2 2.973956 12
15000 2 3.018475 12
15000 3 8.089683 12
15000 3 7.913742 12
15000 3 8.072092 12
15000 3 8.253780 12
15000 3 8.630439 12
15000 4 5.413590 12
15000 4 6.068707 12
15000 4 5.455342 12
15000 4 5.466915 12
15000 4 5.456537 12
15000 5 6.912549 12
15000 5 6.968127 12
15000 5 6.770946 12
15000 5 6.839453 12
15000 5 6.525392 12
15000 6 8.131893 12
15000 6 7.029403 12
15000 6 7.412465 12
15000 6 7.342409 12
15000 6 7.833443 12
