Size np Time Threads
20000 1 5.766558 12
20000 1 5.781121 12
20000 1 5.778798 12
20000 1 5.715689 12
20000 1 5.721507 12
20000 2 2.976369 12
20000 2 2.999810 12
20000 2 3.026414 12
20000 2 2.989370 12
20000 2 3.526418 12
20000 3 8.450698 12
20000 3 8.193536 12
20000 3 8.036398 12
20000 3 8.656241 12
20000 3 8.307886 12
20000 4 5.359833 12
20000 4 5.601972 12
20000 4 5.561158 12
20000 4 6.049827 12
20000 4 5.524872 12
20000 5 6.503739 12
20000 5 6.971062 12
20000 5 6.815562 12
20000 5 6.792595 12
20000 5 6.793619 12
20000 6 7.490551 12
20000 6 7.565936 12
20000 6 7.108892 12
20000 6 7.209315 12
20000 6 8.260122 12
