Size np Time Threads
20000 1 43.950945 1
20000 1 43.997448 1
20000 1 43.987529 1
20000 1 43.979667 1
20000 1 43.986207 1
20000 2 22.270215 1
20000 2 22.267942 1
20000 2 22.134229 1
20000 2 22.179173 1
20000 2 22.194295 1
20000 3 33.346798 1
20000 3 33.105091 1
20000 3 33.099855 1
20000 3 33.400994 1
20000 3 33.332316 1
20000 4 24.536477 1
20000 4 25.061990 1
20000 4 24.314908 1
20000 4 24.502917 1
20000 4 24.270271 1
20000 5 28.726293 1
20000 5 28.722009 1
20000 5 28.789949 1
20000 5 28.920741 1
20000 5 28.710661 1
20000 6 25.584769 1
20000 6 24.981658 1
20000 6 24.945339 1
20000 6 24.990259 1
20000 6 25.195366 1
