Size np Time Threads
10000 1 44.641023 1
10000 1 44.155007 1
10000 1 44.380998 1
10000 1 44.207084 1
10000 1 43.982696 1
10000 2 22.276809 1
10000 2 22.150896 1
10000 2 22.257508 1
10000 2 22.157593 1
10000 2 22.871121 1
10000 3 33.352260 1
10000 3 33.494679 1
10000 3 33.324178 1
10000 3 33.298944 1
10000 3 33.374678 1
10000 4 24.146633 1
10000 4 24.345741 1
10000 4 24.275432 1
10000 4 24.245868 1
10000 4 24.329049 1
10000 5 28.745676 1
10000 5 28.653242 1
10000 5 28.703485 1
10000 5 29.129327 1
10000 5 28.965996 1
10000 6 24.997552 1
10000 6 25.130191 1
10000 6 24.980571 1
10000 6 25.682558 1
10000 6 25.467198 1
