Size np Time Threads
15000 1 43.386616 1
15000 1 43.169111 1
15000 1 43.041930 1
15000 1 42.959911 1
15000 1 42.788681 1
15000 2 21.593825 1
15000 2 21.596289 1
15000 2 21.601144 1
15000 2 21.660044 1
15000 2 21.680008 1
15000 3 32.670299 1
15000 3 33.265000 1
15000 3 32.559407 1
15000 3 33.306807 1
15000 3 32.448294 1
15000 4 23.778845 1
15000 4 23.971644 1
15000 4 23.711484 1
15000 4 23.772903 1
15000 4 23.804414 1
15000 5 28.545029 1
15000 5 28.299285 1
15000 5 28.301017 1
15000 5 28.283880 1
15000 5 28.196760 1
15000 6 24.804929 1
15000 6 24.861969 1
15000 6 24.865462 1
15000 6 24.802148 1
15000 6 25.008841 1
