Size np Time Threads
20000 1 43.211801 1
20000 1 43.082264 1
20000 1 42.779894 1
20000 1 43.419020 1
20000 1 42.735182 1
20000 2 21.597980 1
20000 2 21.565449 1
20000 2 21.648996 1
20000 2 21.755399 1
20000 2 21.631549 1
20000 3 32.404555 1
20000 3 32.579060 1
20000 3 32.370710 1
20000 3 32.423326 1
20000 3 32.459213 1
20000 4 23.790736 1
20000 4 24.329502 1
20000 4 24.493474 1
20000 4 24.320157 1
20000 4 23.769042 1
20000 5 28.153566 1
20000 5 27.872568 1
20000 5 28.301942 1
20000 5 28.250665 1
20000 5 28.925802 1
20000 6 25.139040 1
20000 6 25.376413 1
20000 6 25.603676 1
20000 6 24.940469 1
20000 6 25.159068 1
