Size np Time Threads
5000 1 42.914783 1
5000 1 43.060977 1
5000 1 42.832414 1
5000 1 42.736288 1
5000 1 42.719443 1
5000 1 21.905463 2
5000 1 22.017061 2
5000 1 22.016660 2
5000 1 22.026576 2
5000 1 22.019634 2
5000 1 15.048054 3
5000 1 15.047413 3
5000 1 15.025961 3
5000 1 15.059451 3
5000 1 15.120856 3
5000 1 11.630087 4
5000 1 11.574902 4
5000 1 11.671497 4
5000 1 11.604656 4
5000 1 11.620916 4
5000 1 9.547916 5
5000 1 9.545687 5
5000 1 9.481582 5
5000 1 9.511552 5
5000 1 9.522680 5
5000 1 8.072912 6
5000 1 8.109766 6
5000 1 8.130118 6
5000 1 8.129122 6
5000 1 8.093597 6
5000 1 7.107504 7
5000 1 7.111071 7
5000 1 7.159887 7
5000 1 7.125948 7
5000 1 7.108821 7
5000 1 6.426108 8
5000 1 6.395221 8
5000 1 6.403977 8
5000 1 6.402512 8
5000 1 6.430983 8
5000 1 5.790492 9
5000 1 5.805642 9
5000 1 5.810989 9
5000 1 5.790363 9
5000 1 5.829065 9
5000 1 5.330415 10
5000 1 5.358193 10
5000 1 5.344099 10
5000 1 5.384757 10
5000 1 5.357573 10
5000 1 5.000144 11
5000 1 4.987156 11
5000 1 5.032884 11
5000 1 4.968909 11
5000 1 4.993787 11
5000 1 4.666546 12
5000 1 4.681746 12
5000 1 4.685725 12
5000 1 4.664143 12
5000 1 4.650909 12
5000 1 4.395146 13
5000 1 4.395451 13
5000 1 4.406881 13
5000 1 4.395983 13
5000 1 4.408066 13
5000 1 4.175338 14
5000 1 4.197949 14
5000 1 4.169032 14
5000 1 4.201718 14
5000 1 4.204881 14
5000 1 4.010696 15
5000 1 3.987334 15
5000 1 3.983093 15
5000 1 3.986962 15
5000 1 4.009301 15
5000 1 3.905295 16
5000 1 3.859609 16
5000 1 3.859904 16
5000 1 3.876585 16
5000 1 3.850092 16
5000 1 3.719316 17
5000 1 3.653837 17
5000 1 3.699076 17
5000 1 3.641996 17
5000 1 3.656924 17
5000 1 3.546473 18
5000 1 3.536336 18
5000 1 3.539369 18
5000 1 3.530680 18
5000 1 3.556931 18
5000 1 3.440617 19
5000 1 3.452868 19
5000 1 3.444357 19
5000 1 3.457193 19
5000 1 3.461109 19
5000 1 3.333786 20
5000 1 3.378336 20
5000 1 3.371377 20
5000 1 3.350314 20
5000 1 3.342569 20
5000 1 3.256809 21
5000 1 3.274334 21
5000 1 3.215400 21
5000 1 3.246895 21
5000 1 3.284863 21
5000 1 3.151175 22
5000 1 3.171500 22
5000 1 3.165480 22
5000 1 3.175782 22
5000 1 3.191018 22
5000 1 3.064746 23
5000 1 3.069129 23
5000 1 3.061075 23
5000 1 3.061507 23
5000 1 3.059837 23
5000 1 3.059787 24
5000 1 3.072162 24
5000 1 3.059170 24
5000 1 3.061143 24
5000 1 3.050056 24
5000 1 2.990692 25
5000 1 2.943736 25
5000 1 3.017394 25
5000 1 2.963316 25
5000 1 3.697355 25
5000 1 2.935183 26
5000 1 3.498458 26
5000 1 3.540961 26
5000 1 2.863870 26
5000 1 3.513452 26
5000 1 3.635763 27
5000 1 2.861384 27
5000 1 3.753115 27
5000 1 3.396759 27
5000 1 2.852810 27
5000 1 3.570196 28
5000 1 2.843690 28
5000 1 3.335223 28
5000 1 3.311495 28
5000 1 2.827212 28
5000 1 3.673354 29
5000 1 2.808896 29
5000 1 3.384661 29
5000 1 2.749312 29
