Size np Time Threads
5000 2 21.681587 1
5000 2 21.666694 1
5000 2 21.658110 1
5000 2 21.567689 1
5000 2 21.598040 1
5000 2 11.087508 2
5000 2 11.199783 2
5000 2 11.210471 2
5000 2 11.182334 2
5000 2 11.218020 2
5000 2 7.658459 3
5000 2 7.649414 3
5000 2 7.619632 3
5000 2 7.627061 3
5000 2 7.631154 3
5000 2 5.866224 4
5000 2 5.870411 4
5000 2 5.893131 4
5000 2 5.914426 4
5000 2 5.923715 4
5000 2 4.920784 5
5000 2 4.960169 5
5000 2 4.937941 5
5000 2 4.938077 5
5000 2 4.946004 5
5000 2 4.214561 6
5000 2 4.229160 6
5000 2 4.247967 6
5000 2 4.226928 6
5000 2 4.227025 6
5000 2 3.786003 7
5000 2 3.771429 7
5000 2 3.752465 7
5000 2 3.750060 7
5000 2 3.758306 7
5000 2 3.419446 8
5000 2 3.412077 8
5000 2 3.396793 8
5000 2 3.397161 8
5000 2 3.410069 8
5000 2 3.101241 9
5000 2 3.102563 9
5000 2 3.082043 9
5000 2 3.102230 9
5000 2 3.093265 9
5000 2 2.885462 10
5000 2 2.879246 10
5000 2 2.857118 10
5000 2 2.885196 10
5000 2 2.850011 10
5000 2 2.710736 11
5000 2 2.688592 11
5000 2 2.708873 11
5000 2 2.694698 11
5000 2 2.720950 11
5000 2 2.569302 12
5000 2 2.540700 12
5000 2 2.609892 12
5000 2 2.555357 12
5000 2 2.542213 12
5000 2 2.443632 13
5000 2 2.402310 13
5000 2 2.393265 13
5000 2 2.411202 13
5000 2 2.420732 13
5000 2 2.308410 14
5000 2 2.300981 14
5000 2 2.319327 14
5000 2 2.300847 14
5000 2 2.290485 14
5000 2 2.231139 15
5000 2 2.222176 15
5000 2 2.230264 15
5000 2 2.220249 15
5000 2 2.225608 15
5000 2 2.161191 16
5000 2 2.133417 16
5000 2 2.158355 16
5000 2 2.150566 16
5000 2 2.122545 16
5000 2 2.071962 17
5000 2 2.099755 17
5000 2 2.086507 17
5000 2 2.113019 17
5000 2 2.117005 17
5000 2 2.017933 18
5000 2 2.022895 18
5000 2 2.027451 18
5000 2 2.024491 18
5000 2 2.009019 18
5000 2 1.968968 19
5000 2 1.967284 19
5000 2 1.970304 19
5000 2 1.946372 19
5000 2 1.959917 19
5000 2 1.923449 20
5000 2 1.927259 20
5000 2 1.932363 20
5000 2 1.946402 20
5000 2 1.934034 20
5000 2 1.880142 21
5000 2 1.854446 21
5000 2 1.858809 21
5000 2 1.867085 21
5000 2 1.867887 21
5000 2 1.825996 22
5000 2 1.804034 22
5000 2 1.795554 22
5000 2 1.856860 22
5000 2 1.790801 22
5000 2 1.760826 23
5000 2 1.768996 23
5000 2 1.793050 23
5000 2 1.754987 23
5000 2 1.779503 23
5000 2 2.037854 24
5000 2 1.734846 24
5000 2 1.771536 24
5000 2 1.765252 24
5000 2 1.746159 24
5000 2 1.700952 25
5000 2 1.708137 25
5000 2 1.988029 25
5000 2 1.723226 25
5000 2 1.717460 25
5000 2 1.711599 26
5000 2 1.685387 26
5000 2 1.697820 26
5000 2 1.675264 26
5000 2 1.677907 26
5000 2 1.651528 27
5000 2 1.652924 27
5000 2 1.629149 27
5000 2 1.645609 27
5000 2 1.645879 27
5000 2 1.618017 28
5000 2 1.628091 28
5000 2 1.595163 28
5000 2 1.634324 28
5000 2 1.621253 28
5000 2 1.593873 29
5000 2 1.575314 29
5000 2 1.594935 29
5000 2 1.590670 29
5000 2 1.587097 29
5000 2 1.565965 30
5000 2 1.544127 30
5000 2 1.560783 30
5000 2 1.591543 30
5000 2 1.586602 30
5000 2 1.534854 31
5000 2 1.535422 31
5000 2 1.544976 31
5000 2 1.529827 31
5000 2 1.535354 31
5000 2 1.524921 32
5000 2 1.550660 32
5000 2 1.504964 32
5000 2 1.529522 32
5000 2 1.523704 32
5000 2 1.527030 33
5000 2 1.510148 33
5000 2 1.518754 33
5000 2 1.518803 33
5000 2 1.516109 33
5000 2 1.498597 34
5000 2 1.566788 34
5000 2 1.484683 34
5000 2 1.549315 34
