Size np Time Threads
5000 3 0.832314 59
5000 3 0.864821 59
5000 3 0.830101 59
5000 3 0.870544 59
5000 3 0.832092 59
5000 3 0.828047 60
5000 3 0.819559 60
5000 3 0.813979 60
5000 3 0.820880 60
5000 3 0.819825 60
5000 3 0.822411 61
5000 3 0.820533 61
5000 3 0.819377 61
5000 3 0.840081 61
5000 3 0.847676 61
5000 3 0.838155 62
5000 3 0.821190 62
5000 3 0.830145 62
5000 3 0.844665 62
5000 3 0.820681 62
5000 3 0.843415 63
5000 3 0.821578 63
5000 3 0.824194 63
5000 3 0.816794 63
5000 3 0.811555 63
5000 3 0.810081 64
5000 3 0.816747 64
5000 3 0.802640 64
5000 3 0.812954 64
5000 3 0.819699 64
