cores,exTime,gflops
82,0.504979,,495.070506
83,0.503173,,496.847359
83,0.503631,,496.395251
83,0.473689,,527.772577
84,0.489725,,510.490974
84,0.449826,,555.770360
84,0.498798,,501.205386
85,0.471965,,529.699756
85,0.496991,,503.026784
85,0.465351,,537.229245
86,0.501271,,498.731883
86,0.508886,,491.269405
86,0.484870,,515.602628
87,0.536209,,466.236396
87,0.536675,,465.831432
87,0.492843,,507.261320
88,0.442541,,564.919548
88,0.513151,,487.186199
88,0.480891,,519.868192
89,0.498602,,501.401702
89,0.503162,,496.857579
89,0.495440,,504.601649
90,0.489174,,511.065832
90,0.504000,,496.031647
90,0.520596,,480.218978
91,0.524094,,477.013676
91,0.477304,,523.774968
91,0.522347,,478.608683
92,0.481007,,519.742986
92,0.483417,,517.151471
92,0.536566,,465.925493
93,0.489249,,510.987520
93,0.521774,,479.134764
93,0.530159,,471.556480
94,0.496103,,503.928039
94,0.473903,,527.534123
94,0.514296,,486.101543
95,0.471083,,530.692511
95,0.466730,,535.641873
95,0.466040,,536.435127
96,0.463913,,538.894248
96,0.472519,,529.079227
96,0.467447,,534.819838
97,0.499748,,500.252156
97,0.502289,,497.721842
97,0.499261,,500.740579
98,0.473951,,527.480293
98,0.487510,,512.809652
98,0.480618,,520.163316
99,0.462545,,540.487892
99,0.499681,,500.318816
99,0.457958,,545.901550
100,0.485177,,515.275559
100,0.479169,,521.736503
100,0.496656,,503.366768
101,0.486082,,514.316438
101,0.513817,,486.554742
101,0.499005,,500.997371
102,0.496805,,503.215931
102,0.563493,,443.661354
102,0.487311,,513.019859
103,0.478538,,522.424907
103,0.490321,,509.869887
103,0.476260,,524.923147
104,0.484787,,515.690765
104,0.481358,,519.364331
104,0.515491,,484.974439
105,0.510931,,489.302452
105,0.505088,,494.963140
105,0.532306,,469.654891
106,0.482146,,518.515371
106,0.479641,,521.223495
106,0.519700,,481.046699
107,0.486345,,514.038299
107,0.511885,,488.391102
107,0.489884,,510.324544
108,0.491709,,508.430774
108,0.486003,,514.400136
108,0.478888,,522.043003
109,0.509310,,490.859798
109,0.474008,,527.417468
109,0.480006,,520.826863
110,0.505056,,494.994403
110,0.493845,,506.232042
110,0.501462,,498.542578
111,0.518568,,482.097039
111,0.507651,,492.464288
111,0.548067,,456.148466
112,0.504270,,495.766344
112,0.475846,,525.380361
112,0.478006,,523.005444
113,0.498911,,501.091629
113,0.507827,,492.293825
113,0.523542,,477.516649
114,0.510259,,489.946979
114,0.491379,,508.772370
114,0.497055,,502.962304
115,0.511896,,488.380797
115,0.534104,,468.074001
115,0.539994,,462.968273
116,0.517039,,483.522144
116,0.498937,,501.065501
116,0.521707,,479.196505
117,0.499482,,500.518729
117,0.516017,,484.479879
117,0.515550,,484.918679
118,0.540631,,462.422846
118,0.515137,,485.307441
118,0.502524,,497.489072
119,0.530654,,471.116657
119,0.502177,,497.832229
119,0.523735,,477.340759
120,0.523695,,477.376716
120,0.595887,,419.542351
120,0.549634,,454.848366
121,0.515897,,484.593028
121,0.510627,,489.594212
121,0.551593,,453.233029
122,0.534605,,467.635257
122,0.578471,,432.173460
122,0.596910,,418.823803
123,0.551229,,453.531706
123,0.571793,,437.221467
123,0.540623,,462.429408
124,0.575650,,434.291772
124,0.580665,,430.540822
124,0.559499,,446.828206
125,0.554651,,450.733904
125,0.593031,,421.562768
125,0.553851,,451.384740
126,0.669779,,373.257330
126,0.707059,,353.577050
126,0.587321,,425.661918
127,0.711722,,351.260687
127,0.569512,,438.972248
127,0.545653,,458.166722
128,0.709458,,352.381901
128,0.680855,,367.185328
128,0.680191,,367.543869
