cores,exTime,gflops
77,1.267945,,1577.354909
78,1.303217,,1534.664193
78,1.276576,,1566.691314
78,1.299751,,1538.756723
79,1.294765,,1544.682387
79,1.284520,,1557.001437
79,1.275930,,1567.483778
80,1.277742,,1565.261824
80,1.292115,,1547.849285
80,1.308074,,1528.965667
81,1.344464,,1487.581481
81,1.348920,,1482.667987
81,1.335343,,1497.742458
82,1.389387,,1439.483430
82,1.349348,,1482.197871
82,1.343500,,1488.648976
83,1.385849,,1443.158840
83,1.356228,,1474.677951
83,1.370253,,1459.584669
84,1.373987,,1455.617967
84,1.347385,,1484.356555
84,1.365603,,1464.554009
85,1.417086,,1411.346835
85,1.415036,,1413.391248
85,1.403858,,1424.645982
86,1.372698,,1456.984552
86,1.387389,,1441.557013
86,1.366896,,1463.169398
87,1.419062,,1409.381399
87,1.466219,,1364.052377
87,1.438581,,1390.259241
88,1.412577,,1415.851950
88,1.395972,,1432.693081
88,1.434375,,1394.335664
89,1.474313,,1356.563769
89,1.458198,,1371.556272
89,1.440138,,1388.756141
90,1.458131,,1371.619140
90,1.447910,,1381.301368
90,1.448457,,1380.779909
91,1.441305,,1387.630902
91,1.453123,,1376.345946
91,1.485054,,1346.752116
92,1.420505,,1407.949712
92,1.441584,,1387.362641
92,1.425103,,1403.406925
93,1.436968,,1391.819698
93,1.424268,,1404.229754
93,1.432794,,1395.873670
94,1.429977,,1398.624048
94,1.426724,,1401.812784
94,1.438987,,1389.866485
95,1.424039,,1404.456268
95,1.455595,,1374.008591
95,1.472646,,1358.100051
96,1.455942,,1373.681136
96,1.443247,,1385.764435
96,1.450796,,1378.553116
97,1.498118,,1335.008360
97,1.489254,,1342.954406
97,1.493129,,1339.469245
98,1.478036,,1353.147421
98,1.471688,,1358.983578
98,1.470226,,1360.335434
99,1.466557,,1363.738515
99,1.470907,,1359.705247
99,1.463993,,1366.126529
100,1.422578,,1405.898323
100,1.415196,,1413.231428
100,1.434734,,1393.986989
101,1.540419,,1298.348119
101,1.529858,,1307.310911
101,1.533311,,1304.366947
102,1.489747,,1342.509593
102,1.502979,,1330.690367
102,1.508399,,1325.908957
103,1.482789,,1348.809531
103,1.486602,,1345.350398
103,1.505002,,1328.901799
104,1.522652,,1313.498013
104,1.539482,,1299.138368
104,1.525736,,1310.842623
105,1.558303,,1283.447224
105,1.542108,,1296.926226
105,1.540945,,1297.905076
106,1.534072,,1303.719388
106,1.522367,,1313.743541
106,1.517655,,1317.822386
107,1.519447,,1316.267986
107,1.528131,,1308.788222
107,1.530927,,1306.397862
108,1.486514,,1345.429544
108,1.498590,,1334.587519
108,1.499556,,1333.728156
109,1.516600,,1318.739640
109,1.522542,,1313.592534
109,1.518405,,1317.171261
110,1.561251,,1281.023765
110,1.570242,,1273.689050
110,1.572579,,1271.795846
111,1.600357,,1249.721017
111,1.588694,,1258.895305
111,1.589289,,1258.424468
112,1.621574,,1233.369439
112,1.567902,,1275.590144
112,1.581116,,1264.929674
113,1.622481,,1232.680038
113,1.619049,,1235.292849
113,1.613158,,1239.804112
114,1.610163,,1242.110646
114,1.626073,,1229.957016
114,1.612858,,1240.034856
115,1.596830,,1252.481283
115,1.597069,,1252.293984
115,1.591306,,1256.829154
116,1.610265,,1242.031911
116,1.592482,,1255.901185
116,1.608627,,1243.296323
117,1.659360,,1205.284290
117,1.643118,,1217.198381
117,1.654226,,1209.024662
118,1.609275,,1242.795833
